Name,Latitude,Longitude,Bikes Available,Slots,Empty Slots,Banking,Ebikes
La Jarry - Place Diderot,48.849727,2.452014,22,25,3,False,20
Paul Doumer - Stalingrad,48.806519,2.336888,14,24,9,False,9
Berthier - Place Stuart Merril,48.885928,2.293345,16,37,21,False,6
Quai de l'Oise - Aisne,48.890623,2.38337,6,30,21,False,1
Goutte d'or - Barbès,48.885124,2.349696,1,20,18,True,1
Charonne - Bureau,48.854176,2.396093,3,47,44,False,2
Square Louise Michel,48.884687,2.344139,2,36,34,True,1
Mairie de Clamart,48.800612,2.262151,9,33,21,False,8
Vaugirard - Pasteur,48.840409,2.315437,3,21,18,True,2
Place Jeanne d'Arc,48.829575,2.369126,24,36,12,True,16
Douai - Pierre Fontaine,48.882291,2.333241,1,25,22,True,0
Bessières - Porte de Clichy,48.896118,2.317909,15,33,17,False,5
Portugais - Kléber,48.871215,2.293735,2,26,24,False,2
Maréchal Joffre - Verdun,48.85385,2.470307,6,20,14,False,6
Place Edmond Michelet,48.860135,2.350064,2,23,22,True,0
Emile Zola - Fondary,48.847051,2.295341,28,42,14,True,4
Taitbout - La Fayette,48.87333,2.335263,2,53,51,True,2
Charles Tillon - Cimetière Communal,48.91844,2.393563,15,30,10,False,10
Saint-Mandé - Fabre d'Eglantine,48.845358,2.396502,8,34,24,False,3
Quai du Président Roosevelt - Pont Aval,48.834388,2.265682,5,30,23,False,1
Delizy - Louis Nadot,48.896213,2.409458,8,22,14,False,7
Halles - Bourdonnais,48.860449,2.346016,5,20,14,True,1
Île de la Jatte,48.894036,2.266634,12,23,11,False,6
Centre Georges Pompidou,48.861419,2.352581,4,26,22,True,3
Place Saint-Just,48.79038,2.389523,12,22,10,True,5
Rochechouart - Martyrs,48.882194,2.34055,2,20,18,True,2
Placette Grégoire Collas,48.94342,2.248748,18,25,5,False,2
Gérando - Rochechouart,48.882943,2.346485,0,21,21,False,0
Candale - Mehul,48.889394,2.41438,17,25,7,False,15
Porte des Lilas - Faidherbe,48.878619,2.412033,8,39,30,True,5
Suffren - Champ de Mars,48.854719,2.295217,3,23,20,True,2
Balzac - Olympes de Gouges,48.778503,2.400679,21,28,7,True,4
Square Bela Bartok,48.851202,2.284654,22,24,0,True,4
Fort d'Aubervilliers,48.915024,2.403528,16,22,5,True,11
Gare du Nord - Faubourg Saint-Denis,48.879613,2.35684,10,28,18,True,4
Saint-Germain - Ciseaux,48.853305,2.334465,1,18,17,True,0
Crozatier - Faubourg Saint-Antoine,48.85044,2.378901,23,42,17,True,2
Place Nelson Mandela,48.897874,2.218282,1,30,27,False,1
Hoche - Tilsitt,48.874836,2.297132,0,33,32,False,0
Londres - Place d'Estienne d'Orves,48.876694,2.330536,3,25,22,False,1
Place Ginette Hamelin,48.837853,2.382064,29,51,20,True,2
Pont de Suresnes,48.867415,2.225895,0,24,24,True,0
Esplanade du Foncet - Camille Desmoulins,48.82709,2.260686,18,28,10,True,3
Auguste Blanqui - Corvisart,48.830099,2.350273,3,26,23,True,1
Dunkerque - Trudaine,48.882152,2.346325,0,16,16,False,0
Joseph Dijon - Ornano,48.893745,2.347668,17,37,18,True,10
Gare du Stade,48.931268,2.260378,17,20,3,False,10
Square Denise Buisson,48.856232,2.426436,2,45,41,False,0
Glacière - Soeur Catherine Marie,48.829523,2.34357,16,40,24,False,8
Place Monge,48.842762,2.352408,10,21,11,True,3
Jourdan - Stade Charléty,48.819428,2.343335,16,60,44,True,13
Maurice d'Ocagne - General Maudhuy,48.824143,2.315879,4,30,26,False,1
Vivienne - Montmartre,48.871348,2.341459,0,39,39,True,0
Marché Saint-Quentin,48.877356,2.354511,5,15,9,False,3
Geoffroy - Marie,48.873782,2.344514,2,20,17,True,1
Toffier Decaux - Cartier Bresson,48.901651,2.401755,8,18,10,False,3
Place de Rungis,48.822456,2.347383,17,32,13,True,5
Vivaldi - Antoine-Julien Hénard,48.841924,2.389729,10,27,17,True,7
Godot de Mauroy - Madeleine,48.869789,2.326347,10,22,11,True,3
Madagascar - Meuniers,48.834605,2.397065,28,33,5,False,2
Abbé Groult - Convention,48.835969,2.302064,6,12,6,False,3
Saint-Denis - Rivoli,48.859059,2.347694,5,43,39,True,2
Buffon - Jardin des Plantes,48.842668,2.361859,29,30,0,True,4
Louis Xavier de Ricard - Ancienne Mairie,48.846299,2.47242,21,34,13,False,14
Lebrun - Colonel Fabien ,48.782669,2.381318,9,27,18,False,7
Saint-Antoine Sévigné,48.855022,2.361232,29,26,9,True,4
Place Joffre - Frédéric le Play,48.853754,2.304424,15,38,23,True,1
Square Etienne Jarousse,48.824852,2.292593,5,25,20,False,2
Rottembourg - Général Michel Bizot,48.837878,2.404405,37,43,5,True,5
Sebastopol - Rambuteau,48.861818,2.350138,2,16,12,False,0
Cloître Saint-Merri - Renard,48.858835,2.351828,16,32,15,False,2
Gare d'Argenteuil,48.947022,2.256898,7,40,32,True,0
Mairie du 8ème ,48.877932,2.318264,4,14,10,False,2
Jules Guesdes - Général de Gaulle,48.819306,2.278934,3,24,21,True,3
Bibliothèque Nationale - Richelieu,48.868289,2.338089,1,17,16,False,0
Marché Saint-Germain,48.851656,2.3355,4,21,17,True,2
Cherche-Midi - Hôpital Necker,48.844611,2.317914,10,38,28,True,2
Charenton - Prague,48.848175,2.376358,24,26,1,True,0
Place Aimé Césaire,48.783195,2.242913,4,27,23,False,3
Bourg l'Abbé - Saint-Martin,48.863933,2.352406,9,42,30,False,5
Hôpital Necker,48.846043,2.313245,14,40,25,False,6
Condorcet - Turgot,48.879852,2.345232,2,20,16,True,0
Dareau - Broussais,48.830776,2.33618,13,24,10,True,6
Jean Monnet - Iles,48.823394,2.249707,16,32,15,False,11
Parc Eli Lotar,48.91845,2.372709,8,20,12,True,3
Villiers - Batignolles,48.881253,2.316538,4,23,19,True,3
Stalingrad - Rigollots,48.849974,2.455576,13,51,37,False,8
Place Charles Michels,48.846401,2.28502,33,37,1,False,6
Croix Nivert - Square Saint-Lambert,48.843052,2.2952,16,47,31,True,8
Mairie du 14ème,48.832546,2.325492,9,32,23,True,4
Benoît Frachon - République,48.852307,2.415605,6,30,24,False,1
Dutot - Place Alleray,48.836826,2.30717,19,56,37,True,12
Leredde - Tolbiac,48.828876,2.374438,33,44,11,True,8
Jean Jaurès - Jules Jacquemin,48.884331,2.40829,9,24,14,False,7
Marne - Charles de Gaulle,48.815072,2.412167,18,27,9,False,4
Saint-Benoît - Jacob,48.855451,2.333472,12,23,11,True,2
Jardins d'Eole,48.88697,2.366849,10,20,9,True,6
Didot - Place de Moro-Giafferi,48.8337,2.3215,4,22,17,False,3
Davout - Volga,48.85292,2.410523,7,28,20,True,2
Porte de la Muette,48.863023,2.268719,7,36,29,True,7
Landy - Heurtault,48.915097,2.375951,9,30,21,False,7
Paradis - Hauteville,48.875,2.352276,6,31,25,True,2
Bruant - Vincent Auriol,48.834848,2.366826,19,25,3,True,2
Place des Droits de l'Enfant,48.82748,2.331922,2,24,22,True,2
Richard Lenoir - Place de la Bastille,48.853833,2.369722,12,53,41,True,5
Bréguet - Sabin,48.856932,2.370675,29,33,4,True,5
Toqueville - Cardinet,48.884902,2.310939,9,33,24,False,5
Richard Lenoir - Voltaire,48.861643,2.372749,8,25,14,True,5
Paul Bodin - Clichy,48.892396,2.317143,14,34,18,False,8
Raymond Poincaré - Place Victor Hugo,48.870306,2.285075,1,25,22,True,1
Hôtel de Ville de Sèvres,48.824364,2.213105,8,32,23,True,3
Place de la Madeleine - Royale,48.869228,2.324421,17,26,9,False,0
Porte de Bagnolet,48.864707,2.408345,3,33,29,False,0
Ruisseau - Ordener,48.892995,2.340145,11,35,21,True,5
Ecoles - Carmes,48.848904,2.347349,4,36,30,True,3
Plantes - Moulin Vert,48.830058,2.32323,4,45,41,True,1
Crevaux - Bugeaud,48.870809,2.281149,2,31,29,False,0
Artois - Berri,48.873935,2.306426,3,23,20,False,1
Jules Vallès - Charonne,48.854284,2.384767,2,23,21,True,1
Porte Molitor,48.845248,2.256902,20,60,38,True,4
Charles Frérot - Albert Guilpin,48.815584,2.350503,26,30,4,False,6
Cadix - Hameau,48.834011,2.289516,11,37,25,True,7
Reuilly - Place Felix Eboue,48.840303,2.39463,23,42,19,True,3
Gare RER les Grésillons,48.919899,2.314585,14,22,8,True,5
Alfred de Vigny - Place du Général Brocard,48.878361,2.305254,3,33,29,False,1
Cambon - Rivoli,48.866143,2.32518,19,40,21,True,5
Jean Mermoz - Champs-Elysées,48.86969,2.310732,4,33,29,True,3
Place de la Nation - Picpus,48.846822,2.400113,5,36,31,False,0
Poissonniers - Championnet,48.895433,2.353018,10,28,11,True,5
Flandrin - Longchamp,48.868778,2.274355,11,42,31,True,8
Grande Truanderie - Saint-Denis,48.86263,2.349808,1,33,31,True,0
Square Claude Bernard,48.89876,2.375326,11,30,16,False,5
Chevreuse - Montparnasse,48.841739,2.331552,3,15,11,False,3
Henri Ravera - Gabriel Péri,48.797223,2.302116,23,30,7,True,13
Perle - Vieille du Temple,48.860135,2.361121,22,36,14,True,6
Sèvres - Lecourbe,48.844768,2.311009,24,62,38,True,7
Epée de Bois - Mouffetard,48.841509,2.350067,4,63,59,True,2
Claude Vellefaux - Hôpital Saint-Louis,48.872859,2.370072,7,32,25,True,3
Maxime Gorki - Louis Aragon,48.789098,2.368388,14,20,5,True,7
Roger Salengro - Général de Gaulle,48.820029,2.484676,24,27,3,False,8
Murat - Porte de Saint-Cloud,48.837509,2.257765,11,38,25,True,7
Gare Montparnasse - Arrivée,48.843828,2.322581,7,43,36,True,6
Camille Risch - Paul Armangot,48.774703,2.373685,9,25,15,True,9
Reuilly - Daumesnil,48.839538,2.397252,8,36,27,True,5
Place de la Nation - Charonne,48.848365,2.399762,9,36,26,True,5
Charentonneau - Maisons Alfort,48.809933,2.443288,18,20,2,False,5
Place des Abbesses,48.884543,2.338687,1,12,10,True,0
Sorbier - Ménilmontant,48.868542,2.389772,0,24,24,True,0
Mairie du 16ème,48.863937,2.276595,2,35,32,True,1
Mairie d'Issy,48.823768,2.272311,31,41,10,True,7
Square Montholon,48.87662,2.345764,1,21,20,True,1
Louis Lumière.,48.862162,2.411126,12,22,9,False,2
Maine - Liancourt,48.835064,2.323731,1,27,26,False,1
Pyrénées - Avron,48.853247,2.405871,2,32,29,True,1
Cité Vaneau,48.854221,2.319615,17,26,9,False,8
Leibniz - Jean Dollfus,48.896328,2.33339,11,32,21,False,6
Herschel - Observatoire,48.843424,2.337665,3,37,34,False,2
Gambetta - Père Lachaise,48.864296,2.398229,3,29,26,True,3
Louis Blanc - La Chapelle,48.884009,2.359934,2,21,18,False,2
Gare de Reuilly - Picpus,48.842674,2.397294,14,28,14,False,5
Pergolèse - Marbeau,48.873569,2.281513,7,27,14,False,2
Porte de Clignancourt - Ney,48.899641,2.344321,19,40,20,True,4
Jourdan - Cité Universitaire,48.819897,2.339701,21,39,18,False,16
Phalsbourg - Villiers,48.882423,2.309045,2,20,18,False,2
Parme - Clichy,48.881266,2.328197,0,24,24,False,0
Beaubourg - Michel-le-Comte,48.862535,2.35431,7,17,9,True,2
Cordelières - Arago,48.835481,2.348572,24,46,21,True,7
Niger - Soult,48.843699,2.410361,10,24,14,False,2
Molitor - Michel-Ange,48.845182,2.262113,44,52,8,True,4
Place du Colonel Fabien,48.877568,2.369879,8,27,18,True,3
Gare Saint-Lazare - Stockholm,48.877127,2.322417,5,32,27,True,2
Turbigo - Française,48.863589,2.347779,4,16,12,True,1
Centquatre,48.889334,2.370785,16,42,25,True,8
Place de l'Europe - Alfortville,48.789137,2.42848,23,24,0,False,7
Emile Reynaud - Porte de la Villette ,48.90099,2.388702,17,22,5,False,7
Turbigo - Réaumur,48.865574,2.35642,8,31,21,True,3
Bargue -  Dutot,48.837884,2.308876,8,21,13,False,4
Chausson - Gabriel Péri,48.921891,2.295231,15,22,6,False,0
Beaumarchais - Saint-Gilles,48.858038,2.367935,25,51,23,True,4
Pyrénées - Plaine,48.850267,2.406282,6,12,6,False,4
Louis le Grand - Italiens,48.870509,2.334054,2,33,30,True,1
Porte de Pantin.,48.8892,2.395018,5,33,26,True,2
Lucien Lanternier - Le Luth,48.931594,2.288978,18,27,7,True,4
Archives - Rivoli,48.857347,2.353977,2,25,21,True,1
Frères Flavien - Porte des Lilas,48.878099,2.411046,0,23,23,False,0
Sainte-Elisabeth - Turbigo,48.866103,2.359649,21,33,11,False,3
Joffre - Aigle,48.904033,2.245096,16,20,0,False,6
Française - Etienne Marcel,48.864053,2.347587,6,37,30,True,0
Maurice Payret-Dortail,48.87812,2.223363,0,22,22,False,0
Nationale - Vincent Auriol,48.832527,2.362354,2,33,31,True,1
Etienne Marcel - Montorgueil,48.864506,2.346196,4,28,24,True,2
Square Emile - Chautemps,48.867434,2.353636,8,25,14,True,4
Cléry - Montmartre,48.867458,2.344521,2,44,42,True,1
Montmartre - Etienne Marcel,48.865022,2.345068,2,16,13,True,1
Solitaires - Place des Fêtes,48.876601,2.391769,2,29,27,True,2
Temple - Haudriettes,48.861637,2.356696,8,19,9,False,0
Saint-Denis - Réaumur,48.866112,2.350779,4,32,27,True,2
Gare d'Austerlitz - Pont Charles de Gaulle,48.84232,2.36703,23,55,30,True,2
Didot - Mariniers,48.826505,2.313136,4,35,31,False,4
Olivier de Serres - Leriche,48.834602,2.295748,9,25,16,True,9
Mairie du 3ème,48.864462,2.361763,14,32,17,True,5
Gardenat-Lapostol - Velettes,48.87387,2.224185,2,20,18,True,2
Blancs-Manteaux - Archives,48.859418,2.355947,17,29,10,True,4
Adolphe Pinard - Victor Hugo,48.823683,2.307784,7,52,42,False,4
Bézout - Général Leclerc,48.828848,2.328597,2,30,27,False,1
Hôtel de Ville d'Asnières sur Seine,48.909993,2.288238,26,30,3,True,5
Place de la République - Temple,48.867211,2.363546,5,18,12,True,2
Gare du Nord - La Chapelle,48.884178,2.356106,2,18,14,False,1
Quai des Célestins - Henri IV,48.851297,2.362454,10,14,6,True,3
Victoire - Laffitte,48.875144,2.338119,1,20,17,False,1
Eugène Varlin - Place de la Paix,48.792862,2.363093,10,23,13,False,8
Rivoli - Musée du Louvre,48.863646,2.334096,9,24,15,True,3
Alouettes - Maréchal de Lattre de Tassigny,48.85511,2.49307,13,22,8,True,9
Saint-Gilles - Turenne,48.858159,2.364715,11,18,6,True,2
Mairie du 4ème,48.85595,2.356382,12,44,31,True,1
Fille du Calvaire - Turenne,48.862105,2.36496,27,29,2,True,3
Tiron - Rivoli,48.855692,2.357906,16,28,12,True,2
Froidevaux - Boulard,48.835147,2.329441,2,35,32,False,2
Village Saint-Paul,48.85264,2.36073,20,28,7,False,3
Cesaria Evora - Rosa Parks,48.897177,2.374517,16,40,23,True,7
Château - République,48.905928,2.253629,8,20,10,True,4
Bas - Gabriel Péri,48.915856,2.29481,26,30,3,True,8
Poulet - Barbès,48.887148,2.349064,0,0,0,False,0
Choiseul - Quatre Septembre ,48.869936,2.335998,1,44,41,True,1
Mairie du Kremlin-Bicêtre,48.81192,2.357019,18,25,6,False,13
Porte de Saint Cloud - Parc des Princes,48.838663,2.252516,16,32,16,True,7
Square Pierre Lazareff,48.867142,2.348393,1,17,16,True,1
Jean-Jacques Rousseau - Deux Ecus,48.862978,2.341464,9,22,13,True,2
Ventadour - Opéra,48.866811,2.334388,4,27,23,True,1
Saint-Bon - Rivoli,48.858,2.350217,1,19,17,False,0
Grande Rue - Europe,48.82181,2.20588,3,25,22,False,0
Édouard Vaillant - Place Jean Jaurès,48.862655,2.208904,4,24,20,False,4
Aboukir - Alexandrie,48.868683,2.350204,2,21,18,False,0
Alger - Rivoli,48.864774,2.329449,14,21,6,True,6
Mairie de Rosny-sous-Bois,48.871257,2.486581,18,30,10,True,14
Saint-Honoré - 29 juillet,48.865571,2.330567,15,20,5,True,2
Gare des Vallées,48.913179,2.257726,18,20,1,True,10
Choisy - Malmaisons,48.82192,2.363347,3,25,22,False,3
Oratoire - Rivoli,48.861343,2.340005,8,18,10,True,1
Filles Saint-Thomas - Place de la Bourse,48.8689,2.339754,0,58,58,False,0
Pau Casals - Neuve Tolbiac,48.83116,2.37744,16,53,36,True,5
Chaussée d'Antin - Haussmann,48.87243,2.33359,0,24,24,False,0
Mairie du 2ème,48.867219,2.340463,1,28,26,False,1
Place du Lieutenant Henri Karcher,48.863491,2.340067,3,30,27,True,0
Arthur Ranc - Hôpital Bichat,48.897871,2.333522,7,26,19,False,3
Le Goff - Gay-Lussac,48.846102,2.341221,6,35,29,True,1
Saint-Placide - Cherche Midi,48.849054,2.325318,24,66,42,True,0
Bréa - Raspail,48.842738,2.329794,5,24,18,True,2
Amédée Huon - Fort d'Ivry,48.805131,2.38849,14,31,14,False,8
Saint-Honoré - Musée du Louvre,48.863443,2.334878,14,22,7,True,3
Jouffroy d'Abbans - Villiers,48.884216,2.305653,6,34,28,False,4
Archives - Pastourelle,48.862362,2.359504,19,28,6,False,3
Résistance - Parmentier,48.859651,2.436705,2,35,31,True,2
Place de la Division Leclerc,48.793825,2.273114,4,35,31,False,4
Cardinal Lavigerie,48.832934,2.402637,41,46,3,False,6
Coquillière - Louvre,48.863796,2.342574,2,21,19,True,1
Lampes,48.811525,2.401793,38,43,5,True,9
Place des Victoires,48.866035,2.342033,1,24,23,False,1
Danielle Casanova - Opéra,48.867643,2.333389,1,20,19,True,0
Victor Massé - Jean-Baptiste Pigalle,48.881104,2.336696,0,18,18,False,0
Belles Feuilles - Place de Mexico,48.865805,2.282921,3,23,18,True,3
Les Halles - Saint-Eustache,48.863627,2.342624,2,32,30,True,1
Jules Guesdes - Carnot,48.938282,2.350899,9,16,7,False,6
Simon Bolivar - Henri Turot,48.876887,2.374454,0,0,0,False,0
Silly - Louis Blériot,48.83219,2.23402,5,23,18,False,2
Les Blagis,48.785205,2.302526,3,27,24,False,2
Saint-Mande - Picpus,48.845128,2.401569,28,35,7,True,13
Sorbier - Gasnier-Guy,48.865218,2.39366,1,34,33,True,1
Paganini - Davout,48.85135,2.412021,7,22,14,True,4
Saint-Fiacre - Poissonière,48.870829,2.345921,2,35,31,True,2
Bagnolet - Place Saint-Blaise,48.85973,2.40334,13,28,15,True,2
Gare RER - Maurice Grandcoing,48.813881,2.392429,36,37,0,True,4
Jouffroy d'Abbans - Malesherbes,48.885013,2.307072,7,27,20,True,4
Gobelins - Port-Royal,48.837136,2.35152,33,40,3,True,3
Place du Maréchal de Lattre de Tassigny,48.821708,2.285343,16,27,11,False,12
Belleville -  Pré Saint-Gervais,48.875566,2.393046,1,21,19,False,1
Manin - Secrétan,48.879166,2.378796,0,20,19,False,0
Château de Vincennes,48.844232,2.43921,17,52,35,True,9
Paix - Verdun,48.900504,2.261173,19,35,15,True,10
Place Denfert-Rochereau,48.843253,2.245988,17,20,3,True,5
Saint-Augustin,48.876201,2.319786,2,31,28,False,0
Bobillot - Tolbiac,48.825596,2.350204,5,33,27,True,3
Lecourbe - Convention,48.839233,2.29152,24,46,21,True,9
Dôme - République,48.832681,2.250257,16,25,9,False,2
Chevaleret - Louise Weiss,48.832587,2.371211,32,35,2,True,5
Roquette - Auguste Laurent,48.858002,2.381798,12,16,4,True,3
Mathis - Flandre,48.890643,2.376255,18,55,35,True,7
Pyrénées - Cours de Vincennes,48.847797,2.406172,5,21,15,True,2
Suffren - La Motte-Piquet,48.850881,2.30122,8,23,15,True,1
Général Leclerc - Bièvre,48.782414,2.31667,16,25,9,True,0
Place du Docteur Yersin,48.820105,2.372558,7,50,43,False,7
Taitbout - Châteaudun,48.876384,2.335357,1,39,37,True,1
Francoeur - Caulaincourt,48.889994,2.34253,4,34,29,False,3
Léon Frot - Charonne,48.854964,2.387217,13,19,5,True,5
Duméril - Jeanne d'Arc,48.838152,2.357108,21,40,19,True,4
Dom-Pérignon - Gravelle,48.825482,2.40988,9,50,40,True,1
Félix Faure - Convention,48.841249,2.288387,17,44,27,True,1
Franquet - Labrouste,48.832877,2.306763,21,37,16,False,13
Maxime Gorki - Paul Vaillant-Couturier,48.796735,2.368334,4,20,15,True,3
Cambronne - Mademoiselle,48.843277,2.302308,38,67,27,True,11
Balzac - Champs Elysées,48.8727,2.300195,6,30,23,True,1
Euryale Dehaynin - Loire,48.886249,2.377459,10,30,16,True,2
Riquet - Marx Dormoy,48.89021,2.360176,0,29,29,True,0
Pierre Charron - Champs-Elysées,48.870103,2.30435,2,32,28,True,1
Hauteville - Bonne Nouvelle,48.870774,2.34965,1,17,16,True,1
Place de la vache noire,48.810405,2.32706,3,25,22,True,1
Place Tristan Bernard,48.879196,2.29154,4,28,23,True,2
Place Charles Digeon,48.843542,2.418427,9,32,22,True,3
Gouthière - Poterne des Peupliers,48.820507,2.351342,18,33,15,False,10
Hector Malot - Daumesnil,48.846936,2.377088,37,54,16,False,8
Place de la Nation - Taillebourg,48.848841,2.397304,7,47,37,True,4
Gergovie - Alésia,48.830887,2.318882,12,36,24,True,10
Jean de la Fontaine - Boulainvilliers,48.852648,2.275866,17,68,50,True,5
Gambetta - Tourelles,48.875338,2.405992,0,20,0,False,0
Place Eustache Deschamps,48.793855,2.336637,16,20,4,True,6
Square des Amandiers,48.866156,2.389132,1,12,11,False,0
LCL Campus - Place Oscar Niemeyer,48.805342,2.363984,11,37,25,True,7
Général De Gaulle - Vivien,48.836074,2.418917,6,22,15,True,6
Bercy - Traversiére,48.846193,2.37038,24,30,4,True,7
Buzenval - Vignoles,48.853858,2.400004,7,17,10,False,5
Edouard Pailleron - Bouret,48.880598,2.376949,15,27,11,False,9
Pierre Joseph Desault,48.821102,2.378775,15,19,4,False,0
Guillaume Tell - Parc Henri Barbusse,48.889589,2.419886,9,20,10,False,7
Olympiades,48.826765,2.365086,7,36,29,True,2
Pyrénées - Charles Renouvier,48.860959,2.400422,9,29,20,True,7
Edith Cavell - Volta,48.901617,2.269354,10,33,22,False,3
Hôtel de Ville de Vincennes,48.848276,2.439896,11,27,15,True,1
Maine - Jean Zay,48.837925,2.322543,11,50,38,True,6
Tombe Issoire - René Coty,48.830513,2.334361,4,36,32,True,3
Siam - La Pompe,48.86172,2.275347,3,16,13,False,3
Marcadet - Ramey,48.890875,2.344902,13,21,8,True,4
George Sand - Jean de La Fontaine,48.849869,2.268257,22,29,6,False,1
Porte de la Plaine,48.828052,2.292428,2,35,33,False,2
Alexandre Dumas - Place de la Réunion,48.855337,2.39977,12,45,33,False,10
Rome - Provence,48.87423,2.32557,7,30,21,True,0
Enfants du Paradis - Peupliers,48.833123,2.257146,13,40,27,False,6
Marcel Pourtout - Édouard Manet ,48.875556,2.165597,12,24,12,False,2
Sahel - Général Michel Bizot,48.840873,2.404444,27,33,5,True,9
Saint-Séverin - Saint-Michel,48.852731,2.344093,3,30,27,True,2
Duhamel - André Gide,48.836566,2.312707,4,20,15,False,2
Ancienne Mairie - André Morizet,48.838311,2.234077,12,25,13,False,2
Marceau - Président Wilson,48.865236,2.300251,3,32,27,True,2
Bourdonnais - Tour Eiffel,48.860898,2.2956,42,60,17,True,7
Lavoisier - Missak Manouchian,48.862865,2.495676,12,18,6,False,7
Guy Môquet - Compoint,48.892136,2.323219,9,36,27,True,4
René Coty - Place Denfert-Rochereau,48.833056,2.332941,13,36,22,True,12
Place Aristide Briand,48.821892,2.413004,12,35,23,True,8
Charonne - Alexandre Dumas,48.856077,2.394869,9,35,26,True,5
Montreuil - République,48.850263,2.43452,21,25,4,True,8
Mairie de Bagnolet,48.868421,2.417959,10,28,16,True,10
Constantine - Université,48.86068,2.314848,1,65,62,True,1
Legendre - Nollet,48.887742,2.320293,7,30,23,True,4
Assas - Rennes,48.849208,2.328515,5,32,25,False,1
Fief - République,48.831709,2.255772,25,25,0,False,5
Ménilmontant - Oberkampf,48.866618,2.383013,4,40,36,True,2
Reynaldo Hahn - Lagny,48.849266,2.41233,7,19,12,False,2
Pasteur - Cotentin,48.838928,2.316356,13,33,20,False,4
M.- A. Lagroua Weill-Hallé -  F. Dolto,48.828595,2.380221,30,60,27,True,1
Lorraine - Jean Jaurès,48.886386,2.382577,2,19,15,True,1
Bois de Vincennes - Polygone,48.835445,2.431421,6,51,45,True,1
Mairie du 20ème,48.865302,2.399067,18,27,8,True,5
Colonel Pierre Avia,48.829684,2.275343,18,29,11,False,0
Championnet.,48.895364,2.349817,20,22,2,False,15
Arthur Auger - Jean Jaurès,48.813736,2.306928,6,26,20,False,3
Dantzig - Lefebvre,48.830139,2.295934,12,33,21,False,10
Verdier - République,48.815404,2.317394,3,29,25,False,2
Galilée - Vernet,48.871716,2.298544,6,17,11,False,1
Marché d'Auteuil,48.848428,2.265254,20,32,9,True,1
Victor Hugo - Bineau,48.887582,2.278389,14,25,9,True,7
Volontaires - Vaugirard,48.841321,2.308089,6,34,27,True,4
Passy - Place du Costa Rica,48.858489,2.283966,2,33,31,True,2
Guillaume Bertrand - République,48.863825,2.380906,4,38,30,False,2
Regard - Rennes,48.847385,2.326856,9,46,37,False,1
Louis Blanc - Aqueduc,48.88203,2.363562,5,37,29,True,3
Philippe-Auguste,48.851853,2.393295,9,48,39,False,5
Porte de Charenton,48.83124,2.398911,30,67,35,True,15
Hôtel de Ville de Rueil-Malmaison,48.878194,2.181724,8,20,12,True,3
Arsonval - Falguière,48.8404,2.313118,7,25,18,False,3
Etienne Dolet - Place Maurice Chevalier,48.867983,2.385141,3,33,30,True,0
Carpeaux - Place Jacques Froment,48.890654,2.330943,1,19,18,True,1
Place d'Italie - Soeur Rosalie,48.831909,2.354694,3,52,49,True,2
Jean Bologne - Passy,48.857567,2.280027,2,19,17,False,2
Saint-Marcel - Hôpital,48.839504,2.360989,18,21,2,True,2
Geoffroy-Saint-Hilaire - Saint-Marcel,48.839078,2.356877,13,17,2,False,4
Pyrénées - Dagorno,48.855426,2.405164,9,20,10,False,4
Place Saint-André des Arts,48.852886,2.342654,7,37,29,True,1
Saint-Maur - République,48.864186,2.378317,1,38,37,True,1
Montparnasse -  Square Ozanam,48.843311,2.326524,3,49,45,True,3
Bobillot - Moulin des Prés,48.828657,2.353021,7,28,21,True,2
Rond-Point Rhin et Danube,48.840453,2.228023,27,53,25,True,9
Flandre - Ourcq,48.892602,2.379092,8,30,20,True,1
Point du Jour - Jean Jaurès,48.828753,2.245911,18,26,7,True,3
Commandant Charcot - Bretteville,48.875306,2.255846,8,36,28,True,1
Colisée - Champs-Elysées,48.870475,2.307619,0,24,15,True,0
Crimée - Ourcq,48.894104,2.372946,13,56,41,True,7
Metz - Marne,48.891163,2.38657,2,33,30,True,1
Saint-Mandé - Docteur Arnold Netter,48.844626,2.404946,19,39,18,True,6
Bertrand Sincholle - Henri Barbusse,48.89926,2.304229,18,23,3,True,8
Lacépède - Linné,48.843704,2.354651,8,54,46,True,5
Jacquier - Didot,48.829533,2.318179,7,30,23,True,6
Général Michel Bizot - Claude Decaen,48.834813,2.400928,34,38,2,True,10
Ivry - Baudricourt,48.824696,2.363106,8,20,12,False,4
Guynemer - Jardin du Luxembourg,48.846613,2.332548,4,36,32,True,0
Square Gilbert Thomain,48.907174,2.26954,15,20,2,False,11
Magenta - Chabrol,48.876495,2.356099,8,24,10,True,5
Jessaint - Marx Dormoy,48.884845,2.35893,13,30,15,False,7
République - Auguste Perret,48.786953,2.351859,9,30,20,False,8
Danielle Casanova - Ledru-Rollin,48.815783,2.38326,22,28,6,False,2
Cossonnerie - Sébastopol,48.861327,2.34942,4,24,19,False,1
Lucien Bossoutrot - Général Martial Vallin,48.836956,2.274107,9,39,30,False,2
Quai de Béthune - Pont de la Tournelle,48.850974,2.356307,14,25,7,True,5
Ecole Vétérinaire,48.814889,2.422436,23,36,12,True,4
Belfort - Victor Hugo,48.901849,2.317272,19,24,4,False,10
Stalingrad - Henri Luisette,48.783631,2.366936,11,26,14,False,7
