Name,Latitude,Longitude,Bikes Available,Slots,Empty Slots,Banking,Ebikes
Charenton - Place du Col Bourgoin,48.844867,2.382579,30,35,4,True,0
Morice - Général Leclerc,48.902455,2.312893,18,25,6,False,13
Lucien Sampaix - Récollets,48.87433,2.362123,8,46,38,True,1
Place Jean Delay,48.823316,2.354336,15,35,20,False,9
Pont de Levallois-bécon ,48.898418,2.279131,11,50,38,True,2
Place Violet,48.844879,2.290576,23,30,7,False,4
Jonquoy - Didot,48.828905,2.316481,11,30,18,False,10
Place du Général de Gaulle,48.852529,2.487733,7,28,19,True,5
Quai Voltaire,48.858943,2.331418,19,32,12,True,3
Dunois - Clisson,48.832294,2.367452,34,51,16,True,15
Edouard Vaillant - Paul-Adolphe Souriau,48.834846,2.247946,4,28,24,False,3
Michelet - Assas,48.842742,2.335021,7,18,10,False,3
Porte Dorée,48.835434,2.407713,22,36,12,True,5
Félix Faure - Lourmel,48.838689,2.281808,44,58,13,True,3
Belleville - Porte des Lilas,48.876604,2.40477,6,32,25,False,5
Haxo - Surmelin,48.869437,2.405397,4,21,15,False,4
Gare de l'Est - Place du 11 Novembre 1918,48.876327,2.358546,8,40,31,True,6
Porte de Clignancourt.,48.897488,2.343996,14,56,40,True,9
Primo Levi - Frigos,48.830948,2.379654,21,34,12,True,3
Place Alphonse Deville,48.850188,2.327596,7,23,15,False,1
Hôtel de Ville d'Argenteuil,48.946504,2.24964,8,30,21,True,3
Mézières - Rennes ,48.850235,2.330382,7,55,48,True,1
Place Adolphe Cherioux - Vaugirard,48.839594,2.301066,22,63,40,True,10
Charles de Gaulle - Madrid,48.884432,2.260804,8,22,13,True,2
Tanger - Place du Maroc,48.886252,2.36893,0,19,19,False,0
Ménilmontant - Pelleport,48.870683,2.39896,3,19,15,False,3
Vincennes - Douy-Delcupe,48.854937,2.436049,7,38,31,False,1
Place du Cornillon - Stade de France,48.925407,2.364443,3,34,28,True,2
Belfort - Voltaire,48.856336,2.38299,14,39,25,True,8
Porte de Saint-Ouen - Henri Huchard,48.898708,2.329536,14,26,3,False,6
Place du Maréchal Juin - Péreire,48.885263,2.298286,2,46,40,True,2
Victoria - Place du Chatelet,48.857993,2.346917,1,22,20,True,1
Vinaigriers - Magenta,48.873117,2.359305,2,25,22,True,2
République - Danton,48.852492,2.462035,5,20,15,False,4
Colonel Monteil - Brune,48.826503,2.309275,1,19,18,False,1
Gare d'Asnières sur Seine,48.906365,2.283507,20,24,2,True,14
Verdun - Adrien Damalix,48.822233,2.421533,12,26,14,True,8
Milton - Manuel,48.878249,2.341181,0,22,22,False,0
Edouard Pailleron - Simon Bolivar ,48.879799,2.374839,3,24,21,False,3
Mac-Mahon - Brey,48.877532,2.294513,2,25,23,True,2
Eglise d'Auteuil,48.847498,2.268484,5,21,15,False,2
Lepic - Armée d'Orient,48.887536,2.334308,6,24,18,False,4
Jean Jaurès - Jean Baptiste Clément ,48.845763,2.236965,15,24,9,True,8
Château - Bineau,48.890404,2.270106,7,23,15,True,1
Courcelles - Pierre Demours,48.88377,2.298585,10,26,15,True,1
Mairie du 18ème,48.892939,2.344551,21,40,16,True,19
Bridaine - Lamandé,48.886207,2.320624,4,29,25,False,1
Porte de Ménilmontant,48.869154,2.409322,11,15,4,False,0
Laffitte - Italiens,48.871816,2.337202,0,33,32,False,0
Place Lafayette,48.829655,2.263868,54,62,8,True,4
Indre - Prairies,48.862544,2.40329,5,38,33,False,5
Lourmel - Marie Skobtsov,48.844974,2.287283,17,22,3,False,7
Belleville - Télégraphe,48.875604,2.399555,2,41,38,False,2
Danton - Serpente,48.852297,2.341413,9,22,13,True,1
Cité des Sciences et de l'Industrie,48.896596,2.384599,5,30,23,True,4
Place de Verdun,48.820282,2.473775,25,40,15,False,6
Square des Epinettes,48.893839,2.325954,13,20,6,False,8
Les Planètes ,48.809985,2.458085,16,16,0,False,5
Chabrol - d'Hauteville,48.877018,2.351318,4,11,6,False,2
Square du Carrefour de l'Insurrection,48.820865,2.291113,0,23,23,False,0
Square Saint-Ambroise,48.860934,2.375841,4,43,37,True,3
Hameau Fleuri - Marché,48.831449,2.24124,21,22,1,False,4
Pajol - Riquet ,48.8896,2.362853,23,47,20,True,11
Lassus - Delouvain,48.875504,2.389033,2,20,18,False,2
Emile Blemont - Poteau,48.894378,2.341512,6,39,31,True,2
Jean Bleuzen - Square du 11 Novembre,48.823258,2.296521,6,49,41,True,6
Orteaux - Mouraud,48.855586,2.408763,3,24,21,False,3
François Ponsard - La Muette ,48.858367,2.274452,4,23,19,True,2
Provence - Chaussée d'Antin,48.874284,2.332977,1,25,23,True,0
Ledru-Rollin - Place du Père Chaillet,48.856434,2.379021,31,37,3,True,4
Assas - Vaugirard,48.848274,2.329241,2,35,32,False,1
Pelleport - Belgrand,48.865001,2.403981,7,15,8,False,4
Ordener - Poissonniers,48.891214,2.351289,19,35,16,True,16
Place Etienne Pernet,48.842435,2.292182,23,43,19,True,2
Mairie du 10ème,48.872089,2.357583,4,19,12,True,1
Porte d'Aubervilliers,48.898597,2.368972,2,55,51,False,2
Sadi Carnot - François Mitterrand ,48.875327,2.424162,5,27,22,False,5
Bellefond - Maubeuge,48.878255,2.345264,3,31,28,True,0
Théâtre - Lourmel,48.848207,2.289866,37,53,15,True,5
Aubervilliers - Curial,48.890883,2.368858,1,23,21,True,1
Champs-Elysees - Bassano,48.871812,2.300239,0,25,25,True,0
Balard - Montagne de la Fage,48.838507,2.278287,20,36,16,False,4
Place Pasdeloup,48.862654,2.367033,11,21,9,True,1
Méchain - Faubourg Saint-Jacques,48.835868,2.33798,5,16,11,False,0
Stade Auguste Delaune,48.808964,2.43452,18,21,2,True,4
Maison de Radio - France,48.851329,2.277786,34,47,12,True,3
Square Léon,48.886674,2.353206,6,33,26,False,6
Jean-Baptiste Pigalle - La Bruyere,48.879398,2.333709,4,17,13,True,2
Transvaal - Charles de Gaulle ,48.84828,2.237342,11,27,16,True,6
Belliard - Damrémont,48.896692,2.338023,17,34,16,True,11
Mozart - Jasmin,48.852861,2.268484,6,62,55,True,4
Boulets - Faubourg Saint-Antoine,48.849259,2.391755,18,43,24,False,6
Haies - Réunion,48.853869,2.402426,9,22,13,False,3
Maine - Antoine Bourdelle,48.843085,2.320264,4,17,13,True,2
Kléber - Gouverneur Général Eboué,48.826886,2.272341,17,24,7,False,0
Président Wilson - Jean Jaures,48.890341,2.292068,18,27,5,False,8
Pyrénées - Maraîchers,48.85714,2.404351,15,19,4,True,11
Beaujon - Wagram,48.875352,2.296442,4,29,25,True,1
Place Jacques Bonsergent,48.870948,2.361205,16,33,17,True,5
Naples - Rome,48.879961,2.321359,4,26,22,True,4
Place de Passy,48.857803,2.277501,4,15,11,False,2
Gare RER de Saint-Denis,48.935543,2.347149,17,40,20,True,7
Pont Neuf - Rivoli,48.86009,2.344058,2,27,25,True,2
Gare du Nord - Dunkerque,48.880424,2.352764,9,29,14,True,5
Lavandieres Sainte Opportune - Rivoli,48.85928,2.346622,5,27,22,False,1
Musée d'Orsay,48.859726,2.32586,25,65,39,True,4
Bassano -  Iéna,48.868145,2.29615,3,15,12,False,2
Clichy - Place Blanche,48.883601,2.333224,3,20,17,True,3
8 Mai 1945 - 10 Juillet 1940,48.784567,2.397904,21,30,6,True,5
Diderot - Pierre Bourdan,48.847649,2.390258,10,21,11,False,4
Lallier - Trudaine ,48.881092,2.340822,3,29,24,True,3
Gare du Nord - Saint-Vincent de Paul,48.880956,2.352431,2,24,21,False,0
Pereire - Place de Wagram,48.887071,2.304111,2,46,43,True,2
Traversière - Ledru-Rollin,48.850736,2.37587,11,34,23,True,1
Ménilmontant - Père Lachaise,48.863287,2.386994,15,41,25,True,4
Sabot - Rennes,48.852575,2.331553,6,26,20,True,4
Palais des Sports,48.833469,2.285872,21,22,0,True,1
Fontainebleau - Edmond Michelet,48.809564,2.362691,15,45,30,True,4
Hôpital Pitié Salpêtrière,48.837702,2.360495,12,50,38,True,5
Chernoviz - Raynouard,48.856986,2.282173,3,37,32,False,2
Eugène Oudiné - Dessous Des Berges,48.825642,2.375023,20,44,24,False,3
Mont Valérien - Michel Salles,48.856192,2.215297,4,24,19,True,4
Place du Moulin de Javel,48.840217,2.271606,7,45,37,False,3
Batignolles - Rome,48.881823,2.320259,0,15,13,False,0
Neuve Saint-Pierre - Beautreillis,48.853554,2.363912,13,20,5,False,2
Alfred Roll - Berthier,48.887809,2.300095,14,28,14,False,5
Pernety - Raymond Losserand,48.834255,2.317609,8,32,24,True,7
Gare Montparnasse - Vaugirard,48.841807,2.31951,18,66,46,False,8
Villersexel - Saint-Germain,48.858297,2.323793,1,16,14,False,1
Sénat - Condé,48.849542,2.337939,6,33,27,True,1
Granges aux Belles - Hôpital Saint-Louis,48.874795,2.366669,3,60,56,True,1
Parc de Choisy,48.828156,2.358514,0,0,0,False,0
Aqueduc - Villette,48.883886,2.367199,8,28,18,False,6
Belleville - Pyrénées,48.874191,2.386004,3,42,38,False,2
Calmette,48.881049,2.424993,7,32,24,False,7
Billancourt - Général Leclerc ,48.832265,2.238041,5,22,17,True,4
Manin - Simon Bolivar,48.8765,2.379407,9,26,13,True,8
Greneta - Sebastopol,48.865242,2.351667,10,32,21,True,3
Favart - Italiens,48.871446,2.33829,0,17,17,False,0
Parvis Corentin Celton,48.827473,2.278432,37,55,17,True,5
Parc André Citroën,48.84064,2.278062,45,65,19,True,3
François 1er - Montaigne,48.866888,2.306676,3,29,23,True,1
Roquépine - Malesherbes,48.873451,2.320404,6,37,31,True,4
Bois de Vincennes.,48.833806,2.413222,6,60,54,True,2
Surcouf - Université,48.861273,2.309454,10,58,44,True,2
Ney - Charles Hermite,48.898748,2.364575,6,20,12,True,2
Faubourg Poissonniere - Delta,48.882556,2.349748,1,36,35,True,1
Saint-Amand - Labrouste,48.834097,2.308768,12,36,23,True,9
Place du Maquis du Vercors,48.877322,2.408378,14,31,17,True,4
Jeanne Hornet - Girardot,48.873803,2.42782,3,29,24,False,3
Uzès - Montmartre,48.870791,2.343101,2,29,26,True,1
Duroc - Place de Breteuil,48.847461,2.312614,22,42,20,False,6
Vieille du Temple - Francs Bourgeois,48.858256,2.358218,8,29,21,True,2
Gare du Nord - Demarquay,48.881154,2.358411,4,30,26,True,1
Place François Mitterand,48.864928,2.442958,3,34,30,True,1
Hôtel de Ville de Champigny sur Marne,48.813811,2.509676,20,21,1,True,5
Place Pigalle,48.882756,2.336157,3,21,18,True,1
Bastille - Beaumarchais,48.853833,2.36857,8,23,13,True,3
Poissonniers - Nord,48.892511,2.352223,11,28,17,False,9
Marignan - Champs-Elysées,48.869496,2.306614,1,35,33,True,0
Reims - Porte d'Asnières,48.891834,2.300145,18,26,8,False,3
Saint-Jacques - Tombe Issoire,48.833206,2.336911,8,23,15,True,6
Hôtel de Ville - Pont-Marie,48.8539,2.356947,17,36,17,True,1
Bercy.,48.839967,2.378863,64,66,1,False,4
Centenaire - Sorins,48.858535,2.427351,16,45,28,False,14
Saint-Blaise - Mouraud,48.856962,2.408695,4,27,23,False,3
Romain Rolland,48.820215,2.323414,8,25,17,False,7
Damrémont - Caulaincourt,48.887145,2.332588,1,18,17,False,1
Parmentier - Fontaine au Roi,48.867877,2.372706,4,48,44,True,3
Square Desnouettes,48.834768,2.284142,13,22,9,False,3
Brochant - Square des Batignolles ,48.888187,2.316861,6,31,24,True,4
Hôtel de Ville de Levallois Perret,48.893145,2.288882,19,26,3,True,9
Mairie de Clichy,48.903654,2.305935,41,51,10,True,16
Square Raymond Souplex,48.891837,2.335426,5,52,45,True,3
Convention - Saint-Charles,48.843156,2.283109,18,19,1,True,3
Keller - La Roquette,48.855551,2.375278,21,34,10,False,2
Pont de Lodi - Dauphine,48.855297,2.339947,8,23,12,True,1
Thérèse - Opéra,48.866484,2.334433,3,25,22,True,0
Place de Finlande,48.862408,2.311362,4,25,21,True,2
Ney - Porte de Montmartre,48.897918,2.336487,11,24,13,False,8
Rougemont - Poissonnière,48.871612,2.345873,1,30,29,True,0
Lagny - Auguste Blanqui,48.849226,2.42186,6,27,21,False,3
Mairie du 15ème,48.841776,2.298654,21,32,9,True,5
Place des Larris,48.856836,2.478024,8,34,26,False,6
Manin - Crimée,48.883122,2.386367,8,23,15,True,8
Nationale - Marcel Duchamp,48.824637,2.367801,12,23,11,False,8
Franciade - Gabriel Péri,48.932615,2.355954,13,26,12,False,4
Charonne - Philippe-Auguste,48.855603,2.390546,11,32,21,False,6
Charles Delescluze,48.852422,2.380632,30,49,18,False,8
Paul Doumer - La Tour,48.860116,2.28084,2,34,32,True,1
Poissy - Saint-Germain,48.849696,2.352969,20,25,5,True,2
Vistule - Choisy,48.823655,2.361572,3,33,29,False,3
Gambetta - Michelet,48.852738,2.429966,4,33,29,True,3
Les Juilliottes,48.804307,2.443736,17,21,4,False,9
République - Henri Barbusse,48.906616,2.389432,29,32,3,True,16
Jeûneurs - Mulhouse,48.868997,2.346925,4,28,23,False,3
Danielle Casanova - Place Vendôme,48.868266,2.330484,15,37,21,True,1
Versailles - Claude Terrasse,48.840219,2.263834,39,46,6,True,4
Claude Vellefaux - Sambre et Meuse,48.875022,2.370478,8,34,26,False,4
Faidherbe - Dahomey,48.851358,2.383823,19,44,24,False,5
Fernand Braudel - Vincent Auriol ,48.836379,2.37234,18,36,17,True,3
Porte Saint-Martin,48.868602,2.355701,3,34,31,False,3
Gare de l'Est - Chateau Landon,48.879305,2.362424,5,59,53,True,4
Place Saint-Ferdinand,48.878155,2.288518,4,38,34,False,0
Le Vau - Maurice Bertaux,48.868034,2.411031,2,25,22,False,2
Place du Canada,48.865346,2.310194,2,39,35,True,1
Arsène Houssaye - Champs-Elysées,48.873409,2.29779,2,29,25,True,1
Daunou - Louis le Grand,48.869113,2.332515,1,17,16,True,0
Bleue - Trévise,48.875789,2.34729,3,30,25,True,1
Parc de Sceaux - Centre-Ville,48.776953,2.295721,4,33,29,True,3
Sorbonne - Ecoles,48.849687,2.3435,6,50,43,True,1
Place Mireille Havet,48.850533,2.383756,29,43,14,True,2
Pierre Sarrazin - Saint-Michel,48.850908,2.342131,10,33,21,False,2
Mornay - Sully,48.849704,2.364461,6,15,9,False,4
Bachaumont - Montmartre,48.866174,2.344978,1,33,32,True,0
Place Tony de Graaff,48.818164,2.245811,40,42,0,False,7
François 1er - Lincoln,48.869518,2.302426,5,31,24,False,5
Blaise-Desgoffe - Vaugirard,48.846129,2.324267,8,32,24,False,5
Ferrus - Saint-Jacques,48.831388,2.340856,15,34,19,True,5
Lamartine - Faubourg Montmartre,48.876614,2.339766,0,32,30,True,0
Mairie du 19ème,48.882563,2.381262,16,27,9,True,16
Odessa - Départ,48.842886,2.324428,1,39,38,True,0
Quai Marcel Boyer - Victor Hugo,48.822556,2.39204,19,29,9,True,8
Jardin Marguerite Long,48.881699,2.283658,5,22,17,False,1
Place de l'Eglise - Pantin,48.892809,2.412435,3,30,25,True,3
Melun - Jean Jaurès,48.88378,2.376477,11,28,16,True,6
Suffren - Pérignon,48.847176,2.307052,41,46,5,True,9
Jean Jaurès - Reine,48.840096,2.239873,6,31,23,True,2
Argenson - Château,48.888559,2.2642,5,25,18,False,2
Square du Bataclan,48.863376,2.371133,9,20,11,True,1
Butte aux Cailles - Esperance,48.827588,2.349215,4,36,32,True,3
Louis Ganne - Davout,48.863387,2.409726,3,30,27,False,2
Roquette - Folie Regnault,48.859247,2.386554,9,52,42,False,6
Vignes - Boulainvilliers,48.856399,2.27524,5,21,16,False,1
Tremblay - Lac des Minimes,48.834131,2.454752,7,48,41,True,2
Terroirs de France - Lheureux,48.83212,2.388618,19,55,35,False,11
Place Marcel Sembat,48.833289,2.244175,27,56,29,True,1
Censier - Jardin des Plantes,48.841072,2.355475,21,28,3,True,4
Brochant - Clichy,48.89033,2.319731,9,53,38,True,3
René Binet - Porte de Montmartre,48.899051,2.336553,17,37,19,False,8
Charles de Gaulle - Plateau de Vanves,48.822331,2.298572,6,33,27,True,5
René Coty - Parc Montsouris,48.824791,2.336125,13,55,42,True,11
François Truffaut - Saint Emilion,48.833724,2.386602,36,66,27,True,2
Lac Daumesnil - Saint-Maurice,48.827746,2.418365,1,50,49,True,1
Montreuil - Voltaire,48.850507,2.393076,13,34,21,False,3
Léon - Doudeauville,48.888324,2.353573,4,13,9,False,3
Moulin de la Pointe,48.820929,2.356318,11,22,11,False,8
Place du 8 mai 1945.,48.938882,2.356624,14,30,15,False,7
Schoelcher - Raspail,48.836817,2.331279,8,50,42,True,3
Gare de Clichy-Levallois ,48.896798,2.298468,15,26,9,True,7
Daumesnil - Picpus,48.837469,2.401765,32,21,2,True,10
Place Charles Vallin,48.835524,2.302599,19,26,6,False,7
Le Corbusier - Jean Jaurès,48.837808,2.240838,1,46,45,True,1
Beaumarchais - Pas de la Mule,48.855581,2.368433,9,18,8,False,1
Place Centrale,48.787402,2.227883,4,22,18,True,4
Mairie du 9ème,48.873267,2.340753,0,24,23,True,0
Jean Moulin - Paul Doumer,48.862218,2.455334,16,20,4,True,15
Boutroux - Porte de Vitry,48.822632,2.377738,48,49,1,False,3
Jules Guesde - Alsace,48.890566,2.295078,0,25,25,False,0
Véron - Lepic,48.885261,2.33456,4,23,19,False,2
Commandant l'Herminier - Gallieni,48.847041,2.416045,1,17,15,False,1
Pont De Charenton,48.817968,2.419953,17,18,1,False,5
Pierre Brossolette - Adolphe Pinard,48.821772,2.313156,11,24,12,False,9
Station Paris Basketball - Stade Georges Carpentier,48.820482,2.366832,7,40,33,False,4
Gare de Nanterre Ville,48.89503,2.195793,24,43,18,True,4
Senard - Charles Blum,48.857316,2.221092,4,24,19,True,1
Charles de Gaulle - Orléans,48.880922,2.271582,0,26,26,True,0
Saint-Fargeau - Mortier,48.872667,2.407913,3,33,29,False,3
Gergovie - Vercingétorix,48.834534,2.313155,1,29,28,False,1
Choisy - Tolbiac,48.825912,2.360239,10,26,3,True,4
Mahatma Gandhi,48.876356,2.264205,9,26,16,False,6
Pyramide - Parc Floral,48.837442,2.440452,9,50,41,False,2
Jules Guesde - Laennec,48.87629,2.500694,8,19,10,True,6
Demi-Lune - Aristide Briand,48.876264,2.456282,8,20,11,False,6
Bois de Vincennes - Porte Jaune,48.838751,2.460549,1,35,34,False,1
Guy Môquet - Saint-Ouen,48.892778,2.327034,12,53,39,True,7
Pré Saint-Gervais - Lilas,48.877871,2.395907,4,28,24,False,4
Choron - Martyrs,48.877851,2.33967,0,17,16,True,0
Sambre et Meuse - Villette,48.874406,2.373807,3,25,22,True,3
Place du Président Salvador Allende,48.897307,2.400792,6,60,53,False,5
Square Edmond Pépin,48.883656,2.403353,0,30,30,True,0
Clapeyron - Moscou,48.880788,2.324815,5,15,10,False,2
Boussingault - Tolbiac,48.826035,2.342177,19,28,9,True,9
Paul Klee - Place Augusta Holmes,48.838946,2.370424,12,43,30,True,1
Jacquard - Ternaux ,48.86466,2.373162,1,39,37,True,0
Alexander Fleming - Belvédère,48.881791,2.40306,8,31,22,False,4
Honoré d'Estienne d'Ovres - Grilles,48.890564,2.406483,8,18,8,False,6
Eylau - Trocadéro,48.863354,2.286421,8,24,16,True,1
Santé - Arago,48.835077,2.341574,18,38,20,True,10
Athènes - Clichy,48.878114,2.32956,1,20,17,False,0
Paul Barruel - Vaugirard,48.840149,2.304433,15,39,24,True,6
Longchamp - Place d'Iéna,48.864917,2.292675,5,40,35,True,3
Parc Suzanne Lenglen,48.833251,2.27654,29,52,23,True,5
Louis Blanc - Jemmapes,48.879331,2.368449,4,31,25,False,0
Averroès - Aimé Césaire,48.914053,2.412637,9,19,9,False,2
Place de la Montagne du Goulet,48.844342,2.277384,12,21,9,False,1
Gare de Lyon - Van Gogh,48.84384,2.370445,38,51,13,True,2
Charles Lecocq - Lecourbe,48.84044,2.294867,21,30,9,False,5
Quai de Valmy,48.88127,2.368186,2,26,22,False,2
Place d'Italie - Vincent Auriol,48.831482,2.356755,17,40,22,True,6
Square de la rue Pixérécourt,48.873682,2.396028,0,15,15,False,0
Place du Front Populaire - George Sand,48.906807,2.364541,21,35,14,False,13
Bastille - Quai de la Rapée,48.846824,2.366936,13,27,14,True,0
Auguste Blanqui - Glacière,48.831152,2.343822,9,60,50,True,4
Mazagran - Pierre de Coubertin,48.816219,2.344227,11,15,3,False,7
Place Fernand Forest,48.849269,2.281863,31,33,2,True,6
Wurtz - Tolbiac,48.826312,2.344586,19,28,8,True,6
Hôtel de ville de Fontenay-sous-Bois,48.849497,2.475016,5,20,15,True,5
Pierre Demours - Laugier,48.881307,2.294846,9,37,25,True,3
Ivry - Simone Weil,48.823284,2.36591,9,18,9,False,7
Metz - Faubourg Saint-Denis,48.870893,2.353521,3,48,43,True,2
Botzaris - Crimée,48.879597,2.388791,2,21,19,False,2
Saint-Didier - Raymond Poincaré,48.866423,2.285863,4,17,13,False,4
Pelée - Alphonse Baudin,48.860026,2.371054,17,38,21,False,1
Traktir - Foch,48.872755,2.29155,9,22,12,True,0
Saint-Lazare - Place d'Estienne d'Orves,48.876834,2.332907,4,39,35,True,3
Place Jules Ferry,48.812108,2.325837,3,28,25,False,3
Censier - Santeuil,48.840659,2.353752,25,69,43,True,6
Cimetière d'Issy-les-Moulineaux,48.8177,2.260931,15,24,9,False,5
Mairie de Neuilly sur Seine,48.884947,2.267703,8,31,22,True,1
Pierre Levée - Fontaine Timbaud,48.866327,2.371116,1,23,22,True,0
Gare Montparnasse - Edgar Quinet,48.841488,2.323323,9,33,24,True,7
Joseph Sansboeuf - Saint Lazare,48.875316,2.322902,10,18,7,True,3
Cours de l'Ile Seguin - Parc Billancourt,48.827141,2.234235,19,29,10,False,6
Marcel Yol - Jullien,48.825376,2.287235,14,30,15,True,5
Marc Sangnier - Division Leclerc,48.785997,2.329956,21,24,3,False,4
Convention - Vaugirard,48.837677,2.295587,23,48,21,True,3
Résistance - Hoche,48.864273,2.435784,4,29,25,True,2
Paul Vaillant-Couturier - Gare RER,48.801082,2.402097,19,26,7,True,5
Raffet - Montmorency,48.852587,2.262925,6,42,34,False,3
Commerce - Letellier,48.847977,2.296625,10,44,34,True,4
Victor Cresson - Telles de la Poterie,48.822699,2.26865,26,31,2,False,5
Carnot - Général Lanrezac,48.875444,2.293824,0,30,30,True,0
Fessart - Château,48.84245,2.23989,16,20,2,False,2
Jean-Pierre Timbaud - Vaucouleurs,48.867937,2.377885,8,47,37,True,3
Bruneseau - Quai d'Ivry,48.824946,2.388566,40,48,3,False,2
Hôtel de Ville de Fontenay-aux-Roses,48.790845,2.287146,6,34,28,True,6
Bercy - Villot,48.841795,2.376785,28,34,13,True,14
Petites Ecuries - Faubourg Saint-Denis,48.872871,2.354215,2,28,26,True,1
Brancion - Lefebvre,48.829002,2.301431,5,11,5,False,2
Malesherbes - Place de la Madeleine,48.870406,2.323244,43,67,28,True,8
Temple - Charlot,48.865709,2.365274,21,45,23,False,2
Docteurs Déjérine - Pte de Montreuil,48.853984,2.412083,6,20,14,False,4
Cimetière de Boulogne-Billancourt,48.830764,2.252024,12,40,28,False,2
Pontoise - La Tournelle,48.850458,2.352454,11,23,11,True,1
Vanne - Général de Gaulle,48.815007,2.328318,0,25,25,True,0
Charles de Gaulle - Beauté,48.836496,2.479563,8,49,41,False,8
Malakoff - Place de la Porte Maillot,48.876733,2.283458,8,31,9,True,6
Ranelagh - Maison de la Radio,48.852936,2.28045,19,22,3,True,2
Gare SNCF Vanves-Malakoff,48.819002,2.29215,8,51,42,False,6
Vanne - Saussaies,48.786404,2.338848,14,20,6,False,11
André Maurois - Joseph et Marie Hackin,48.877898,2.278959,7,29,22,True,2
Pierre Lefaucheux - Traversière,48.824352,2.241791,14,35,20,False,7
Vitruve - Davout,48.860532,2.409159,4,23,19,False,2
Place de l'Insurrection d'Août 1944 ,48.814779,2.398075,26,30,4,False,11
Buzenval - Avron,48.851617,2.401514,13,50,36,True,6
Porte d'Italie,48.817162,2.360236,6,13,7,False,4
Westermeyer - Paul Vaillant-Couturier,48.819116,2.396664,46,25,0,True,12
Cauchy - Cévennes,48.843373,2.275133,17,51,33,False,3
Amaury Duval - Gabriel Péri,48.817188,2.323842,8,36,28,False,5
Caulaincourt - Place Constantin Pecqueur,48.889678,2.338179,5,44,38,True,4
Charles de Gaulle - Graviers,48.883152,2.264881,0,0,0,False,0
Paul Signac - Aristide Briand,48.869503,2.450226,11,35,24,False,7
Hôpital - Campo-Formio,48.835405,2.358218,7,16,9,True,4
Jean Calvin - Tournefort,48.841589,2.34849,4,28,24,False,3
Place de Barcelone - Mirabeau,48.847623,2.273566,40,55,13,True,5
Charles Gide - Fort de Bicêtre ,48.807194,2.353984,14,30,16,False,8
Jardin de l'Hospice Debrousse,48.861451,2.405686,3,23,20,False,3
Place de la Porte de Passy,48.857341,2.264417,6,36,29,True,4
Batignolles - Beudant,48.882164,2.319853,2,44,41,True,2
Daumesnil - Hébrard,48.8429,2.38474,13,40,27,False,1
Stade de France,48.919142,2.362066,10,44,33,True,7
Place de Lévis,48.883547,2.313193,2,48,45,True,1
Damrémont - Ordener,48.8934,2.336267,13,30,16,True,7
Arcole - Notre-Dame,48.853884,2.34938,8,31,21,True,1
La Motte-Picquet - Grenelle,48.848583,2.299348,14,34,20,True,1
Président Wilson - Baudin,48.898269,2.284934,6,28,21,False,0
Lobau - Hôtel de Ville,48.856212,2.353254,25,60,34,True,1
Colmar - Victor Hugo,48.886523,2.173961,3,32,28,True,2
Charonne - Pierre Bayle,48.858445,2.390398,8,23,15,False,5
Jourdan - Monticelli,48.822032,2.329095,15,30,15,False,8
Porte d'Asnières,48.890358,2.303629,9,36,25,True,1
Gaston Tessier - Rosa Parks RER,48.896376,2.374369,2,37,35,False,0
Camille Groult - Guy Môquet,48.787483,2.397673,20,22,2,False,3
Place de l'Europe - Quai de Bercy,48.825299,2.394568,11,17,5,False,4
Marché aux fleurs,48.855258,2.347375,4,23,18,True,1
Assas - Luxembourg,48.843734,2.333428,4,33,28,False,1
Pergolèse - Malakoff,48.875211,2.284278,8,38,30,False,1
Raspail - Albert Schweitzer,48.810315,2.343959,23,28,4,False,5
Jean Jaurès - Ouvrières Pivéreuses,48.910423,2.399577,14,20,5,False,8
Javel - André Citroën,48.846276,2.278637,40,45,4,True,7
Brillat-Savarin - Küss,48.822203,2.350422,10,21,11,False,4
Jacques Kellner - Saint-Ouen,48.895809,2.327897,24,45,17,True,8
Gare de Lyon - Chalon,48.845666,2.374145,41,45,3,True,3
Estienne d'Orves - Henri Ginoux,48.815388,2.320887,10,31,21,False,9
Benjamin Delessert - Jean Lolive,48.89392,2.417982,5,21,15,False,3
Paris - Laitières,48.846303,2.420755,5,22,16,True,3
Louis Pasteur - Albert Petit,48.796261,2.317289,13,31,18,False,11
Bobillot - Paulin Mery,48.8299,2.354336,4,23,16,True,2
Louis Rolland - République,48.817109,2.319311,2,26,24,True,2
Emeriau - Beaugrenelle,48.847912,2.284306,46,74,28,True,6
Faubourg Poissonnière - Dunkerque,48.880883,2.349934,3,30,27,True,2
Jean Moulin - Place Victor et Hélène Basch,48.827649,2.326197,7,41,32,True,7
Victor Hugo - La Pompe,48.867952,2.281463,5,41,25,True,3
Place Mongolfier,48.81516,2.459288,26,39,13,False,11
Gare RER - Malleret-Joinville,48.802936,2.42531,16,20,4,True,4
Place de la Gare,48.802534,2.427504,24,46,22,True,1
Paris - Désiré Préaux,48.857429,2.432305,3,49,46,False,3
Italie - Jardin Joan Miro,48.819909,2.359295,8,26,17,True,3
Monceau - Malesherbes ,48.879508,2.314546,3,38,35,True,2
Gare de la Garenne-Colombes,48.909752,2.239145,19,28,9,True,9
Mairie de quartier du Plateau - Mont-Valérien,48.879993,2.207244,0,20,19,False,0
Paul Vaillant-Couturier - Victor Hugo,48.898197,2.293848,20,36,14,True,4
